diameter,thickness,angle,distance,mandrel,result
28.0,1.5,45.0,3.0,0.0,0.0
28.0,1.5,60.0,5.0,1.0,1.0
28.0,1.5,60.0,0.0,0.0,0.0
28.0,1.5,60.0,3.0,1.0,0.0
28.0,2.0,75.0,5.0,0.0,1.0
28.0,2.0,75.0,0.0,1.0,0.0
28.0,2.0,75.0,3.0,0.0,0.0
28.0,2.0,90.0,5.0,1.0,1.0
28.0,2.5,90.0,0.0,0.0,0.0
28.0,2.5,90.0,3.0,1.0,1.0
28.0,2.5,90.0,5.0,0.0,1.0
28.0,2.5,30.0,0.0,1.0,0.0
28.0,3.0,30.0,3.0,0.0,0.0
28.0,3.0,45.0,5.0,1.0,1.0
28.0,3.0,45.0,0.0,0.0,0.0
28.0,3.0,45.0,3.0,1.0,1.0
30.0,1.0,60.0,5.0,0.0,0.0
30.0,1.0,60.0,0.0,1.0,0.0
30.0,1.0,60.0,3.0,0.0,0.0
30.0,1.0,75.0,5.0,1.0,0.0
30.0,1.5,75.0,0.0,0.0,0.0
30.0,1.5,75.0,3.0,1.0,0.0
30.0,1.5,90.0,5.0,0.0,0.0
30.0,1.5,90.0,0.0,1.0,0.0
30.0,2.0,90.0,3.0,0.0,0.0
30.0,2.0,90.0,5.0,1.0,1.0
30.0,2.0,30.0,0.0,0.0,0.0
30.0,2.0,30.0,3.0,1.0,1.0
30.0,2.5,45.0,5.0,0.0,1.0
30.0,2.5,45.0,0.0,1.0,0.0
30.0,2.5,45.0,3.0,0.0,0.0
30.0,2.5,60.0,5.0,1.0,1.0
30.0,3.0,60.0,0.0,0.0,0.0
30.0,3.0,60.0,3.0,1.0,1.0
30.0,3.0,75.0,5.0,0.0,1.0
32.0,3.0,75.0,0.0,1.0,0.0
32.0,1.0,75.0,3.0,0.0,0.0
32.0,1.0,90.0,5.0,1.0,0.0
32.0,1.0,90.0,0.0,0.0,0.0
32.0,1.0,90.0,3.0,1.0,0.0
32.0,1.5,90.0,5.0,0.0,0.0
32.0,1.5,30.0,0.0,1.0,0.0
32.0,1.5,30.0,3.0,0.0,0.0
32.0,1.5,45.0,5.0,1.0,1.0
32.0,2.0,45.0,0.0,0.0,0.0
32.0,2.0,45.0,3.0,1.0,0.0
32.0,2.0,60.0,5.0,0.0,1.0
32.0,2.0,60.0,0.0,1.0,0.0
32.0,2.5,60.0,3.0,0.0,0.0
32.0,2.5,75.0,5.0,1.0,1.0
32.0,2.5,75.0,0.0,0.0,0.0
32.0,2.5,75.0,3.0,1.0,1.0
32.0,3.0,90.0,5.0,0.0,1.0
32.0,3.0,90.0,0.0,1.0,1.0
32.0,3.0,90.0,3.0,0.0,0.0
32.0,3.0,90.0,5.0,1.0,1.0
38.0,1.0,30.0,0.0,0.0,0.0
38.0,1.0,30.0,3.0,1.0,0.0
38.0,1.0,45.0,5.0,0.0,0.0
38.0,1.0,45.0,0.0,1.0,0.0
38.0,1.0,45.0,3.0,0.0,0.0
38.0,1.0,60.0,5.0,1.0,0.0
38.0,1.5,60.0,0.0,0.0,0.0
38.0,1.5,60.0,3.0,1.0,0.0
38.0,1.5,75.0,5.0,0.0,0.0
38.0,1.5,75.0,0.0,1.0,0.0
38.0,1.5,75.0,3.0,0.0,0.0
38.0,1.5,90.0,5.0,1.0,0.0
38.0,2.0,90.0,0.0,0.0,0.0
38.0,2.0,90.0,3.0,1.0,0.0
38.0,2.0,90.0,5.0,0.0,0.0
38.0,2.0,30.0,0.0,1.0,0.0
38.0,2.0,30.0,3.0,0.0,0.0
38.0,2.0,45.0,5.0,1.0,1.0
38.0,2.5,45.0,0.0,0.0,0.0
38.0,2.5,45.0,3.0,1.0,0.0
38.0,2.5,60.0,5.0,0.0,0.0
38.0,2.5,60.0,0.0,1.0,0.0
38.0,2.5,60.0,3.0,0.0,0.0
38.0,2.5,75.0,5.0,1.0,1.0
38.0,3.0,75.0,0.0,0.0,0.0
38.0,3.0,75.0,3.0,1.0,0.0
38.0,3.0,90.0,5.0,0.0,0.0
38.0,3.0,90.0,0.0,1.0,0.0
38.0,3.0,90.0,3.0,0.0,0.0
34.764408111572266,3.8166422843933105,84.82543182373047,6.543832778930664,0.3233577311038971,0.595975940487498
22.627700805664062,2.2097434997558594,39.5158576965332,3.777104377746582,0.5347775816917419,0.7154646434600315
22.209903717041016,2.166663885116577,40.10747146606445,3.7474896907806396,0.45783329010009766,0.2255373687774147
24.90950584411621,2.54543399810791,48.810848236083984,4.327674865722656,0.4943181276321411,0.7961827295843148
40.93181228637695,4.879817485809326,111.92987060546875,8.292542457580566,0.24816596508026123,0.8599716506785099
17.920536041259766,1.9281612634658813,39.24946212768555,3.338433027267456,0.29488229751586914,0.5117896277653601
45.86629867553711,4.934974193572998,104.30463409423828,8.359807014465332,0.5214507579803467,0.8065312794251632
39.196876525878906,4.737903118133545,111.08067321777344,8.10080623626709,0.19535283744335175,0.5119677842041629
17.696807861328125,1.766953468322754,33.768856048583984,3.031341314315796,0.349849671125412,0.745847753332577
58.8951301574707,6.237339496612549,129.61154174804688,10.444145202636719,0.7420724034309387,0.17951010310214643
24.12853240966797,1.9113187789916992,27.439416885375977,3.326702833175659,0.6396611332893372,0.7007610813553233
53.256595611572266,4.40098237991333,62.41659164428711,7.397972106933594,1.3948689699172974,0.6342425024938995
27.026973724365234,2.7619264125823975,52.87208938598633,4.640909671783447,0.504546046257019,0.06468869062200355
42.28470230102539,4.837186336517334,107.96407318115234,8.215814590454102,0.37303972244262695,0.9416997476996481
30.336715698242188,3.055972099304199,57.772865295410156,5.134716033935547,0.5745157599449158,0.9999842596379777
27.53270721435547,2.513806104660034,41.801597595214844,4.247248649597168,0.6125382781028748,0.35109754571373664
26.262569427490234,4.107075214385986,102.94115447998047,6.818873405456543,-0.187654510140419,0.890222181943911
32.63827896118164,2.683000087738037,38.97071838378906,4.650659561157227,0.8628221750259399,0.7953690426209986
16.88083839416504,1.7913589477539062,35.2823486328125,3.0705039501190186,0.31890130043029785,0.5772176937823772
17.322484970092773,1.8182955980300903,38.48786544799805,3.154477596282959,0.24536633491516113,0.9692698175733673
31.599685668945312,2.647629737854004,39.38520431518555,4.511457920074463,0.8624623417854309,0.9825478516274749
29.14230728149414,2.9472641944885254,55.7893180847168,4.9624128341674805,0.5614416003227234,0.7271921431034544
24.434741973876953,2.935654640197754,68.38500213623047,5.052739143371582,0.11743789911270142,0.9606774511555457
21.33131217956543,2.811816692352295,64.87055206298828,4.725471496582031,0.12671709060668945,0.9967700432857665
31.73052406311035,2.377270460128784,30.76276206970215,4.161853790283203,0.8824250102043152,0.674378123411198
20.569223403930664,2.081979513168335,39.673614501953125,3.59901762008667,0.41702502965927124,0.5459521517782623
27.8663330078125,2.373997688293457,35.94044876098633,4.088449478149414,0.7217568159103394,0.6016300429461173
22.965373992919922,2.6591553688049316,54.179473876953125,4.509771347045898,0.383867084980011,0.6930032630906025
49.73311233520508,5.169401168823242,102.7197036743164,8.577446937561035,0.7445720434188843,0.6500941355455433
31.061616897583008,3.472602367401123,78.67874908447266,5.990983009338379,0.28529444336891174,0.46109246529828996
41.26578903198242,4.604002475738525,100.42947387695312,7.766633987426758,0.4176167845726013,0.8787165314736292
23.480018615722656,2.3753042221069336,45.505794525146484,4.039783000946045,0.4540839195251465,0.015853966157154287
19.96627426147461,1.431260108947754,18.788816452026367,2.5420281887054443,0.5607249736785889,0.519026956434433
20.228885650634766,2.1608080863952637,45.55979537963867,3.741427183151245,0.28848639130592346,0.9746822286558979
24.701622009277344,2.193246603012085,35.82867431640625,3.796562433242798,0.621038019657135,0.7147290498659604
23.61654281616211,2.3736815452575684,45.88331985473633,4.027566909790039,0.45035266876220703,0.46926626339587774
19.112022399902344,1.757728099822998,30.40257453918457,2.9975435733795166,0.43071824312210083,0.930664198913785
23.12856674194336,2.2377829551696777,40.51611328125,3.8183395862579346,0.48573586344718933,0.7424809721909105
24.002216339111328,2.695643901824951,59.97886276245117,4.609221458435059,0.22929663956165314,0.3000182187848628
29.543128967285156,3.8967936038970947,91.83267974853516,6.617269515991211,0.09219487011432648,0.9137784211876191
18.841018676757812,2.3847527503967285,57.24709701538086,4.081653594970703,0.0472194105386734,0.8582600621296047
56.2550163269043,6.153163433074951,134.2703094482422,10.41699504852295,0.562091588973999,0.5829984994695415
25.902568817138672,2.1139466762542725,31.331369400024414,3.6990950107574463,0.7267594933509827,0.9651667039693345
29.571483612060547,4.035623073577881,98.4018325805664,6.784358024597168,-0.05790881812572479,0.7665963952878624
25.551212310791016,2.835939884185791,62.516361236572266,4.840359687805176,0.25179794430732727,0.776603314184891
21.73110580444336,1.8150477409362793,27.386445999145508,3.0711734294891357,0.6031588912010193,0.961985446187545
19.325950622558594,2.2458200454711914,51.6943359375,3.867258310317993,0.14445248246192932,0.4609668048055727
20.88694953918457,2.470726490020752,57.04768371582031,4.245403289794922,0.14589272439479828,0.36715925666158156
21.876407623291016,1.6425596475601196,22.3101863861084,2.888739824295044,0.6127240657806396,0.5031621117718958
24.39284896850586,3.9357028007507324,99.92029571533203,6.516158103942871,-0.2484823763370514,0.6690035517951937
20.581085205078125,2.5234432220458984,55.641544342041016,4.315244674682617,0.20647577941417694,0.00762736364883021
36.49245071411133,4.712195873260498,112.67977142333984,7.993434906005859,0.06963372230529785,0.6496331073146477
30.263225555419922,3.1364920139312744,61.01948928833008,5.276692867279053,0.5383129119873047,0.2020276050820744
26.402019500732422,2.6981377601623535,51.30776596069336,4.629366874694824,0.5572807192802429,0.145583234420412
21.491230010986328,2.354987144470215,46.155330657958984,3.957507371902466,0.42889153957366943,0.9329421052590223
26.675670623779297,2.75797176361084,53.62910842895508,4.669388771057129,0.48825323581695557,0.44884344391352593
31.346540451049805,3.6090846061706543,82.5318832397461,6.181955337524414,0.22351166605949402,0.6480205763519029
29.4327392578125,2.8912429809570312,53.366146087646484,4.863056182861328,0.5611487627029419,0.9417115515137885
20.475915908813477,2.813203811645508,68.9296646118164,4.753708362579346,-0.05201685428619385,0.6038172844826575
27.399276733398438,3.0618443489074707,68.50574493408203,5.2742767333984375,0.25656160712242126,0.392363397938699
38.296390533447266,4.025431156158447,81.82769012451172,6.781203269958496,0.573776364326477,0.6391348360869986
37.59987258911133,3.6737005710601807,63.81727981567383,6.132272720336914,0.8615468740463257,0.6488352937354778
20.85272216796875,2.138681173324585,43.01614761352539,3.676142454147339,0.33596765995025635,0.18846795969951058
28.69396209716797,3.0963339805603027,67.1131820678711,5.283600807189941,0.3190104067325592,0.766737442773825
35.34518051147461,3.388598680496216,57.95490646362305,5.649672508239746,0.8062840700149536,0.7512692797530125
43.61452865600586,3.7652134895324707,56.32875442504883,6.309781551361084,1.183476209640503,0.58190062437046
20.244184494018555,1.627375602722168,24.698144912719727,2.885601758956909,0.5157554745674133,0.07319208840097635
27.146657943725586,3.3146657943725586,72.5433349609375,5.5489501953125,0.26316994428634644,0.7281801849317798
16.37552261352539,1.8810279369354248,41.44425582885742,3.2286269664764404,0.17000123858451843,0.1974856233049408
39.6436653137207,4.244055271148682,89.51863861083984,7.168840408325195,0.4932366609573364,0.5274088958791256
19.049232482910156,2.77363920211792,68.8760757446289,4.6641974449157715,-0.09077058732509613,0.16669112336631275
20.68448829650879,2.6125550270080566,61.85249710083008,4.452280521392822,0.07581126689910889,0.18780689103669612
35.38541030883789,3.55204439163208,65.23346710205078,5.924758434295654,0.7189331650733948,0.6989873156322038
22.041921615600586,2.3476269245147705,45.26155471801758,3.9752089977264404,0.44260361790657043,0.1988643505387706
35.47010803222656,2.355433940887451,25.64640235900879,4.0348968505859375,0.9830412268638611,0.7091747838051189
14.826370239257812,1.2569687366485596,20.96944236755371,2.2310664653778076,0.36963170766830444,0.8966835466069556
37.99599838256836,4.6461310386657715,108.62443542480469,7.862783432006836,0.1770130693912506,0.09436935061417706
27.292633056640625,4.100822448730469,102.47608184814453,6.821221351623535,-0.1562996357679367,0.13066914482520475
21.19095230102539,3.3197429180145264,84.16718292236328,5.51262092590332,-0.19689589738845825,0.13244348397565098
36.80482864379883,3.892822742462158,81.81348419189453,6.598337650299072,0.4553619623184204,0.9247847493763445
35.95454788208008,4.203831195831299,95.97425079345703,7.13257360458374,0.24847060441970825,0.6124974766161898
47.146724700927734,6.592493534088135,163.20703125,11.11694049835205,-0.09086021780967712,0.5844708673894788
21.356765747070312,1.8601588010787964,29.856019973754883,3.211761713027954,0.5305330157279968,0.3736750510090391
20.408063888549805,2.3442745208740234,52.38167953491211,4.029867649078369,0.19892527163028717,0.11211818438199384
32.815574645996094,2.788388252258301,41.85798263549805,4.823091983795166,0.9192972183227539,0.09168304693940132
47.33134078979492,5.854660987854004,135.3826904296875,9.874664306640625,0.25828856229782104,0.3045120940825039
42.93972396850586,4.716761589050293,104.7489242553711,8.068594932556152,0.4002038836479187,0.43591980300778466
26.042587280273438,1.9056403636932373,24.62381935119629,3.342802047729492,0.7297419309616089,0.798716072078585
16.207914352416992,1.9031379222869873,42.66817855834961,3.2895877361297607,0.14901472628116608,0.09109663761256281
21.58965492248535,2.2029991149902344,42.36812973022461,3.7908360958099365,0.41131260991096497,0.2600989582340819
22.406232833862305,2.8010857105255127,63.90583038330078,4.760281085968018,0.18790121376514435,0.5600713666744441
39.0104866027832,3.713257312774658,62.42853546142578,6.162250518798828,0.8965167999267578,0.8982575683703142
30.687271118164062,2.331521987915039,30.287498474121094,3.9721314907073975,0.9041595458984375,0.2945659379394564
20.93965721130371,2.3280961513519287,48.127262115478516,3.9626095294952393,0.3291904926300049,0.7779163984386767
18.515085220336914,1.80470609664917,34.17549514770508,3.0892317295074463,0.3717876076698303,0.994727570306841
52.942325592041016,5.129215717315674,86.90019989013672,8.474503517150879,1.1479426622390747,0.9042914911050384
19.291358947753906,2.288806915283203,51.49605941772461,3.8955299854278564,0.16434167325496674,0.07338773817524058
25.037078857421875,3.511575222015381,85.87454986572266,5.919435977935791,-0.04501865804195404,0.8661701697586942
30.954687118530273,2.875884771347046,48.239994049072266,4.80855655670166,0.7357624769210815,0.9973629206536709
36.03371810913086,4.051845073699951,90.92627716064453,6.9362335205078125,0.29677313566207886,0.42220873730292197
34.91529083251953,3.4387779235839844,62.587982177734375,5.73154354095459,0.6892988681793213,0.04343200931935054
36.438716888427734,3.608461380004883,64.3059310913086,6.052816867828369,0.7734062671661377,0.6112505067887879
22.434053421020508,1.9591755867004395,31.073514938354492,3.3792946338653564,0.5933812856674194,0.4366313473027512
26.69723129272461,3.1716651916503906,74.07784271240234,5.461924076080322,0.16608117520809174,0.7995115307767153
21.555355072021484,2.857792854309082,67.74246978759766,4.866943359375,0.03731971234083176,0.4675413647715103
25.542415618896484,2.5687081813812256,47.819644927978516,4.322595119476318,0.5121886134147644,0.3305382923624224
34.44676208496094,3.638963460922241,71.0887680053711,6.047410488128662,0.6246418952941895,0.8011502114117021
47.9898796081543,5.068601131439209,105.76801300048828,8.564000129699707,0.5977506041526794,0.6437370009374491
29.019916534423828,3.9761972427368164,97.62720489501953,6.69467830657959,-0.06563533842563629,0.7316196047000307
24.031009674072266,2.6341392993927,58.56105422973633,4.529118537902832,0.24250423908233643,0.0037022393385914842
29.238384246826172,3.6353063583374023,85.1883773803711,6.185279369354248,0.11601632833480835,0.27782891302074353
32.5142822265625,3.2375688552856445,58.86098861694336,5.390828609466553,0.6966587901115417,0.017051799526220046
27.739852905273438,2.9374537467956543,58.758182525634766,5.011638164520264,0.4578608572483063,0.13325131911193389
31.11658477783203,2.943857192993164,50.21316909790039,4.927628517150879,0.7125318646430969,0.18732710504657546
29.931446075439453,3.3897182941436768,75.0958023071289,5.766820430755615,0.2886683940887451,0.32438653838510223
57.57906723022461,6.091708660125732,123.0732650756836,10.114015579223633,0.8288214206695557,0.9008954868411101
18.392311096191406,2.0277132987976074,45.36429977416992,3.523611307144165,0.18334108591079712,0.8179211698521169
28.328216552734375,2.088385581970215,27.200326919555664,3.7023372650146484,0.8038612604141235,0.7250827872009644
30.754024505615234,3.3839516639709473,74.96568298339844,5.785670280456543,0.3036400079727173,0.16212301503455018
54.83155822753906,5.602230072021484,108.35222625732422,9.264534950256348,0.8893704414367676,0.5500300322079965
37.045143127441406,3.943037509918213,80.0372085571289,6.58589506149292,0.5521876215934753,0.8215249726238127
30.208911895751953,3.0873937606811523,58.57853317260742,5.186877250671387,0.5812347531318665,0.008795119553011266
17.794124603271484,1.8747820854187012,37.18473434448242,3.2441561222076416,0.3287041187286377,0.9588998374832107
30.050495147705078,3.4103660583496094,73.96179962158203,5.7695465087890625,0.3191054165363312,0.7747682168477955
39.115352630615234,5.896740913391113,144.49053955078125,9.8290433883667,-0.061560094356536865,0.21415364483588295
27.073108673095703,2.784808874130249,54.62735366821289,4.689742088317871,0.4625236392021179,0.9404433912074517
23.36241912841797,1.9603934288024902,29.786678314208984,3.3725063800811768,0.6440518498420715,0.34101945034478964
23.335628509521484,2.5465354919433594,54.84711837768555,4.346802711486816,0.27346646785736084,0.7751376775534146
15.636749267578125,1.7535375356674194,38.74070358276367,3.0474932193756104,0.18793047964572906,0.5964366904493213
21.5806884765625,3.0764408111572266,76.60518646240234,5.1765828132629395,-0.09271561354398727,0.6062261554357086
16.605470657348633,1.4572795629501343,24.908029556274414,2.588340997695923,0.40030527114868164,0.0850997604541529
27.411699295043945,2.8441972732543945,56.695098876953125,4.800779342651367,0.45385944843292236,0.35497963338827054
33.1572151184082,3.535182476043701,70.48734283447266,6.067483901977539,0.621411144733429,0.833131651943956
31.564468383789062,3.421002149581909,71.32987976074219,5.788544654846191,0.4816284775733948,0.32069979169975393
41.066349029541016,4.485632419586182,96.2229232788086,7.571671009063721,0.4793001115322113,0.7485542584990847
34.31059265136719,4.188252925872803,95.50463104248047,7.0616841316223145,0.227640300989151,0.5422893092677502
21.919483184814453,1.9943017959594727,33.616085052490234,3.4486987590789795,0.5437331199645996,0.7042733781163347
33.100833892822266,3.4178366661071777,64.71185302734375,5.756382942199707,0.6798495650291443,0.4758108595757262
31.325904846191406,3.9052352905273438,90.56694030761719,6.574978351593018,0.1689719259738922,0.8254302871968067
37.75223922729492,4.090962886810303,88.88824462890625,6.9596757888793945,0.3985990881919861,0.23169747473291202
39.01033401489258,3.0556259155273438,41.07197189331055,5.332633972167969,1.0626327991485596,0.47293091014733224
22.790077209472656,1.6001323461532593,19.811601638793945,2.7914211750030518,0.6291622519493103,0.37364070448661935
19.58789825439453,1.65949285030365,26.03456687927246,2.891533136367798,0.51902174949646,0.062166501841599775
46.73488235473633,4.8505024909973145,95.91822052001953,8.092841148376465,0.7472209334373474,0.4350470486818967
21.830551147460938,2.6101431846618652,58.3340950012207,4.459054946899414,0.1821971833705902,0.37237802026734945
22.534183502197266,2.362377643585205,48.11674880981445,4.024840354919434,0.34765899181365967,0.6637015233111866
26.75771713256836,3.891969680786133,94.50606536865234,6.483576774597168,-0.012808726169168949,0.23102601855750438
21.440959930419922,1.8644706010818481,30.416627883911133,3.2264463901519775,0.5084697008132935,0.4121216033421802
26.659088134765625,3.3523170948028564,77.25175476074219,5.677414417266846,0.19661061465740204,0.14782491681208754
29.127437591552734,2.9486937522888184,52.5904655456543,4.99733829498291,0.6976625323295593,0.8367443144731799
31.1412353515625,3.4062752723693848,74.85533905029297,5.807534217834473,0.3093300461769104,0.5476920960940594
33.956356048583984,4.359503269195557,103.7639389038086,7.372570037841797,0.08804188668727875,0.2247038061410379
28.074283599853516,3.019845485687256,58.19124221801758,5.083489418029785,0.5614229440689087,0.31096105796869866
31.468666076660156,3.260310649871826,62.4370002746582,5.444716453552246,0.58232182264328,0.2679407604909685
54.208621978759766,5.716258525848389,117.22005462646484,9.578818321228027,0.7494899034500122,0.8452275760365324
30.725311279296875,3.289886474609375,70.13634490966797,5.594006538391113,0.36333131790161133,0.36608156027492356
30.376529693603516,3.058495283126831,58.03672790527344,5.122466087341309,0.550186276435852,0.8346144480940629
28.285274505615234,3.998182773590088,99.15790557861328,6.719412803649902,-0.15250054001808167,0.31459271196177285
33.520469665527344,4.603236675262451,111.7406005859375,7.735602378845215,-0.020948514342308044,0.6658384844182557
40.62460708618164,4.277770519256592,88.29607391357422,7.219705581665039,0.56472247838974,0.9821404523551104
24.52185821533203,2.722775936126709,55.319522857666016,4.596492767333984,0.3934200704097748,0.10400668118446943
23.547718048095703,2.83591890335083,62.2418327331543,4.807795524597168,0.24099168181419373,0.6054911947574027
33.12455368041992,3.888859748840332,87.81073760986328,6.5694379806518555,0.28089386224746704,0.0526774396286912
19.140153884887695,1.7607847452163696,31.150487899780273,3.046107769012451,0.40659043192863464,0.3191309336078899
23.384193420410156,1.8783116340637207,27.4296875,3.30256724357605,0.6482261419296265,0.8683989778984947
24.8636474609375,2.791576385498047,59.19154357910156,4.756168365478516,0.3474256992340088,0.21660224470723077
35.66122055053711,3.0146660804748535,44.149391174316406,5.191375732421875,0.9575074911117554,0.34121086549627355
15.344929695129395,1.6299524307250977,33.75153732299805,2.8450162410736084,0.22844243049621582,0.5151755777511361
35.829288482666016,3.463411331176758,59.506813049316406,5.796852111816406,0.8243181109428406,0.4229721745815124
54.48727035522461,6.48438024520874,149.1025390625,10.93050479888916,0.31869572401046753,0.35517454133601
14.862133026123047,1.2281122207641602,19.778474807739258,2.1811506748199463,0.386928915977478,0.5371360485534616
21.011587142944336,1.5890958309173584,22.241851806640625,2.801203489303589,0.5574180483818054,0.9348515096077669
28.794404983520508,3.210385322570801,70.04774475097656,5.482015609741211,0.30804014205932617,0.19395292142812148
22.127784729003906,2.4359374046325684,52.85367965698242,4.187596321105957,0.26478269696235657,0.8212539204562362
19.828907012939453,1.545877456665039,22.30704689025879,2.7228410243988037,0.5386571288108826,0.8716581462531262
24.845592498779297,1.8685178756713867,24.997636795043945,3.25872540473938,0.6958365440368652,0.4777172065188796
38.13006591796875,3.6614556312561035,63.24566650390625,6.07467794418335,0.8265944123268127,0.6669098216399001
31.102142333984375,2.7903294563293457,45.01089096069336,4.685903549194336,0.7392863035202026,0.6806091475979983
32.5311393737793,3.3629331588745117,65.25768280029297,5.645906448364258,0.5789772272109985,0.3769820715939688
28.77047348022461,2.9104907512664795,55.72809982299805,4.896407127380371,0.5320735573768616,0.8310464999679172
21.758304595947266,2.663857936859131,62.98348617553711,4.568370819091797,0.1000535637140274,0.9679524908103193
49.835662841796875,3.884230375289917,50.802162170410156,6.597372055053711,1.3959788084030151,0.9901429931724751
34.11182403564453,2.859954595565796,41.832786560058594,4.897239685058594,0.8947105407714844,0.02889221738408765
17.134319305419922,2.426983118057251,60.33659744262695,4.0898051261901855,-0.06816515326499939,0.24454745850741832
42.440250396728516,4.4872002601623535,92.67064666748047,7.531108856201172,0.5684771537780762,0.7840041880950279
25.792770385742188,2.9029488563537598,65.5693130493164,4.9840545654296875,0.21279047429561615,0.23641360752336105
33.90544891357422,4.385560035705566,105.9922866821289,7.476937294006348,0.05652545392513275,0.7149460239797795
22.60775375366211,3.0880987644195557,73.57125091552734,5.181980133056641,0.058081820607185364,0.45591564018193065
22.45433235168457,1.7237138748168945,23.96673011779785,2.995262384414673,0.6096458435058594,0.43652646792441274
23.96063232421875,2.466134548187256,49.85658264160156,4.194759368896484,0.37580984830856323,0.5326682512070388
40.297061920166016,3.252347469329834,44.77529525756836,5.578313827514648,1.1152383089065552,0.8224858593262678
40.18967056274414,4.431000232696533,92.64277648925781,7.520327568054199,0.5881946086883545,0.2799859192444535
16.76409912109375,1.8054077625274658,36.79997634887695,3.090768814086914,0.2720639705657959,0.9496701879885722
20.709762573242188,2.2526204586029053,48.05008316040039,3.849220037460327,0.25894832611083984,0.9195043950943267
37.23573684692383,4.18430757522583,90.3513412475586,7.086935520172119,0.40305933356285095,0.8496253147673952
43.86343002319336,5.0246968269348145,113.4653091430664,8.559941291809082,0.3255859315395355,0.4493693347233165
21.7672061920166,2.236299514770508,43.836368560791016,3.825193166732788,0.39231014251708984,0.666840813271905
22.350934982299805,2.2908806800842285,44.6129035949707,3.903592348098755,0.4174707233905792,0.564048061233613
49.99834060668945,5.058781623840332,94.6714859008789,8.392741203308105,0.9008546471595764,0.9505246616023842
28.877368927001953,3.1527299880981445,66.17554473876953,5.341667175292969,0.37629082798957825,0.12651502868304076
34.01862335205078,3.1916961669921875,53.91859436035156,5.314221382141113,0.8521930575370789,0.6325770831781471
18.821504592895508,1.5946537256240845,25.39400291442871,2.8064396381378174,0.5074474811553955,0.9236264027052458
29.23813247680664,2.7071003913879395,45.41117477416992,4.553213119506836,0.6719522476196289,0.1190212012407863
23.908287048339844,2.6381616592407227,56.925533294677734,4.494650840759277,0.2749214768409729,0.7019775803974108
