diameter,thickness,angle,distance,mandrel,result
28.0,1.5,45.0,3.0,0.0,0.0
28.0,1.5,60.0,5.0,1.0,1.0
28.0,1.5,60.0,0.0,0.0,0.0
28.0,1.5,60.0,3.0,1.0,0.0
28.0,2.0,75.0,5.0,0.0,1.0
28.0,2.0,75.0,0.0,1.0,0.0
28.0,2.0,75.0,3.0,0.0,0.0
28.0,2.0,90.0,5.0,1.0,1.0
28.0,2.5,90.0,0.0,0.0,0.0
28.0,2.5,90.0,3.0,1.0,1.0
28.0,2.5,90.0,5.0,0.0,1.0
28.0,2.5,30.0,0.0,1.0,0.0
28.0,3.0,30.0,3.0,0.0,0.0
28.0,3.0,45.0,5.0,1.0,1.0
28.0,3.0,45.0,0.0,0.0,0.0
28.0,3.0,45.0,3.0,1.0,1.0
30.0,1.0,60.0,5.0,0.0,0.0
30.0,1.0,60.0,0.0,1.0,0.0
30.0,1.0,60.0,3.0,0.0,0.0
30.0,1.0,75.0,5.0,1.0,0.0
30.0,1.5,75.0,0.0,0.0,0.0
30.0,1.5,75.0,3.0,1.0,0.0
30.0,1.5,90.0,5.0,0.0,0.0
30.0,1.5,90.0,0.0,1.0,0.0
30.0,2.0,90.0,3.0,0.0,0.0
30.0,2.0,90.0,5.0,1.0,1.0
30.0,2.0,30.0,0.0,0.0,0.0
30.0,2.0,30.0,3.0,1.0,1.0
30.0,2.5,45.0,5.0,0.0,1.0
30.0,2.5,45.0,0.0,1.0,0.0
30.0,2.5,45.0,3.0,0.0,0.0
30.0,2.5,60.0,5.0,1.0,1.0
30.0,3.0,60.0,0.0,0.0,0.0
30.0,3.0,60.0,3.0,1.0,1.0
30.0,3.0,75.0,5.0,0.0,1.0
32.0,3.0,75.0,0.0,1.0,0.0
32.0,1.0,75.0,3.0,0.0,0.0
32.0,1.0,90.0,5.0,1.0,0.0
32.0,1.0,90.0,0.0,0.0,0.0
32.0,1.0,90.0,3.0,1.0,0.0
32.0,1.5,90.0,5.0,0.0,0.0
32.0,1.5,30.0,0.0,1.0,0.0
32.0,1.5,30.0,3.0,0.0,0.0
32.0,1.5,45.0,5.0,1.0,1.0
32.0,2.0,45.0,0.0,0.0,0.0
32.0,2.0,45.0,3.0,1.0,0.0
32.0,2.0,60.0,5.0,0.0,1.0
32.0,2.0,60.0,0.0,1.0,0.0
32.0,2.5,60.0,3.0,0.0,0.0
32.0,2.5,75.0,5.0,1.0,1.0
32.0,2.5,75.0,0.0,0.0,0.0
32.0,2.5,75.0,3.0,1.0,1.0
32.0,3.0,90.0,5.0,0.0,1.0
32.0,3.0,90.0,0.0,1.0,1.0
32.0,3.0,90.0,3.0,0.0,0.0
32.0,3.0,90.0,5.0,1.0,1.0
38.0,1.0,30.0,0.0,0.0,0.0
38.0,1.0,30.0,3.0,1.0,0.0
38.0,1.0,45.0,5.0,0.0,0.0
38.0,1.0,45.0,0.0,1.0,0.0
38.0,1.0,45.0,3.0,0.0,0.0
38.0,1.0,60.0,5.0,1.0,0.0
38.0,1.5,60.0,0.0,0.0,0.0
38.0,1.5,60.0,3.0,1.0,0.0
38.0,1.5,75.0,5.0,0.0,0.0
38.0,1.5,75.0,0.0,1.0,0.0
38.0,1.5,75.0,3.0,0.0,0.0
38.0,1.5,90.0,5.0,1.0,0.0
38.0,2.0,90.0,0.0,0.0,0.0
38.0,2.0,90.0,3.0,1.0,0.0
38.0,2.0,90.0,5.0,0.0,0.0
38.0,2.0,30.0,0.0,1.0,0.0
38.0,2.0,30.0,3.0,0.0,0.0
38.0,2.0,45.0,5.0,1.0,1.0
38.0,2.5,45.0,0.0,0.0,0.0
38.0,2.5,45.0,3.0,1.0,0.0
38.0,2.5,60.0,5.0,0.0,0.0
38.0,2.5,60.0,0.0,1.0,0.0
38.0,2.5,60.0,3.0,0.0,0.0
38.0,2.5,75.0,5.0,1.0,1.0
38.0,3.0,75.0,0.0,0.0,0.0
38.0,3.0,75.0,3.0,1.0,0.0
38.0,3.0,90.0,5.0,0.0,0.0
38.0,3.0,90.0,0.0,1.0,0.0
38.0,3.0,90.0,3.0,0.0,0.0
-0.19465120136737823,-0.1911773681640625,0.026986675336956978,0.018021704629063606,0.0019082129001617432,0.6277820252415834
-0.32504773139953613,-0.2975274324417114,0.2520257830619812,0.15258847177028656,0.10342016816139221,0.9038298063535308
-0.16259080171585083,-0.048450496047735214,0.06664973497390747,-0.025204965844750404,0.006835319101810455,0.2630310508716389
-0.1322600543498993,-0.14566412568092346,0.06653757393360138,0.019704045727849007,-0.15420567989349365,0.1264841943334516
-0.16086886823177338,-0.08003400266170502,0.07696488499641418,-0.010160556063055992,-0.06882684677839279,0.5178507487163733
-0.22472034394741058,-0.0974748507142067,0.01948632299900055,-0.006837235763669014,-0.08139153569936752,0.7583112027332065
-0.1905105710029602,-0.17866884171962738,-0.0013128751888871193,-0.08264646679162979,0.013888619840145111,0.259943758322032
-0.29881101846694946,-0.10188822448253632,-0.07400485873222351,-0.12194233387708664,-0.13095608353614807,0.785547515298873
-0.3504132330417633,-0.18069370090961456,0.08318206667900085,-0.030351994559168816,0.04235021770000458,0.2551757694528459
-0.23508507013320923,-0.11191673576831818,-0.01775609329342842,-0.07291312515735626,-0.12707039713859558,0.5262488430651563
-0.5170080661773682,-0.14260534942150116,0.11014305055141449,0.04431787133216858,-0.1636885106563568,0.5133630160815987
-0.17450031638145447,-0.14673557877540588,0.017601430416107178,0.06604678928852081,-0.06529868394136429,0.5059144485526543
-0.1389303207397461,-0.13342617452144623,0.027518393471837044,0.11079682409763336,-0.2547229826450348,0.028805374616367896
-0.16192813217639923,-0.07376369088888168,0.09150759875774384,0.001298544928431511,-0.07426991313695908,0.7662817093011022
-0.13077591359615326,-0.21617233753204346,-0.08530043065547943,0.052465349435806274,-0.16674065589904785,0.7653306344482926
-0.3694072365760803,-0.18023636937141418,0.0626942366361618,0.15072889626026154,-0.20362308621406555,0.10861815612930259
-0.28738483786582947,-0.17534153163433075,0.09267283976078033,0.011251496151089668,0.03399404138326645,0.4947401301104033
-0.22258587181568146,-0.16327592730522156,0.06461994349956512,0.07145900279283524,-0.13574230670928955,0.5851366466315808
-0.1354989856481552,-0.10043380409479141,0.022831760346889496,0.07463012635707855,-0.3149128556251526,0.999044404110151
-0.261414498090744,-0.309966504573822,0.09868085384368896,0.06466411054134369,0.10956276953220367,0.5821525051615236
-0.16608014702796936,-0.07825814932584763,-0.062480080872774124,-0.04370081424713135,-0.21260270476341248,0.29821889288827785
-0.2496459186077118,-0.05631126090884209,0.03140208125114441,0.013788754120469093,-0.15596666932106018,0.2541896736752235
-0.1841554492712021,-0.08753959834575653,-0.09206463396549225,-0.08073747903108597,-0.16503357887268066,0.7363230979124569
-0.17735624313354492,-0.17946119606494904,-0.005545616149902344,0.12079185247421265,-0.38512587547302246,0.6257648880239028
-0.17555572092533112,-0.11609724164009094,-0.05108054354786873,0.03612033277750015,-0.20387396216392517,0.1663475189330339
-0.2515473961830139,-0.17616455256938934,0.007122012320905924,0.0018055755645036697,-0.0994703397154808,0.27858473416724827
-0.2699512243270874,-0.13258317112922668,0.13690786063671112,-0.023366553708910942,0.06652170419692993,0.789564318873467
-0.14808475971221924,-0.12375474721193314,0.02370833232998848,-0.05108697712421417,-0.09919484704732895,0.3872465584696091
-0.24812063574790955,-0.23761127889156342,0.0032969005405902863,0.09123536199331284,-0.11034374684095383,0.7690561358132842
-0.25142791867256165,-0.2726817727088928,0.1179426908493042,0.056606538593769073,0.1438412368297577,0.6246237920900749
-0.36720719933509827,-0.2309851497411728,0.11272257566452026,0.09582184255123138,-0.01809845119714737,0.7984076177808946
-0.1297769695520401,-0.17713060975074768,0.048375148326158524,0.025660956278443336,-0.27093273401260376,0.37723384691528095
-0.16646763682365417,-0.140755757689476,0.07223019003868103,0.1081458032131195,-0.24548780918121338,0.19711658857866887
-0.24571013450622559,-0.23324330151081085,0.09492269158363342,0.20727553963661194,-0.37965476512908936,0.2757259331927996
-0.2617812752723694,-0.2791539132595062,0.14725597202777863,0.21771256625652313,0.07182085514068604,0.6866917418480598
-0.16128578782081604,-0.10824331641197205,-0.0413847416639328,-0.09736429899930954,-0.16869109869003296,0.526439095475051
-0.2643088102340698,-0.22716504335403442,0.10149028897285461,0.010865451768040657,0.08680060505867004,0.667502959519523
-0.2376980483531952,-0.1183919608592987,0.03536701202392578,0.06205940246582031,-0.24934273958206177,0.8010908792805833
-0.32085537910461426,-0.22017091512680054,0.1605900675058365,0.017405057325959206,0.016383860260248184,0.9536483783486028
-0.3091065585613251,-0.27072614431381226,0.24178831279277802,0.17247310280799866,0.14908555150032043,0.9801388123876497
-0.16947755217552185,-0.17371772229671478,0.061974432319402695,-0.056182146072387695,-0.11807172745466232,0.8590572911410573
-0.18340912461280823,-0.17628291249275208,0.033529698848724365,0.1975191831588745,-0.5481981039047241,0.15874186322261485
-0.2546718120574951,-0.3098357319831848,0.08868537843227386,0.08246086537837982,0.11438801884651184,0.734861090004461
-0.24740362167358398,-0.27001941204071045,0.13556641340255737,0.03413105756044388,0.152520090341568,0.36769283038134837
-0.1562957465648651,-0.2049568146467209,0.05305015295743942,0.07466663420200348,-0.18833214044570923,0.8752406236994537
-0.4075278043746948,-0.3178703784942627,0.17983032763004303,0.1288425773382187,-0.032164111733436584,0.9195843591804029
-0.15012286603450775,-0.05470402538776398,0.01625029556453228,-0.03239898383617401,0.008517667651176453,0.17292476492779152
-0.18969610333442688,-0.26616334915161133,0.053541701287031174,0.09514911472797394,-0.016482919454574585,0.6928759201260205
-0.36191901564598083,-0.31710004806518555,0.23028099536895752,0.05373549461364746,0.14169108867645264,0.5221947640842796
-0.12200302630662918,-0.10159526765346527,0.007669615093618631,-0.06485151499509811,-0.03541244566440582,0.11828974390031466
-0.2024921327829361,-0.20375116169452667,0.01668741926550865,-0.0066995155066251755,-0.25388190150260925,0.2314695707424318
-0.10862508416175842,-0.1318785846233368,0.042963624000549316,0.06603957712650299,-0.21421876549720764,0.6627978768994646
-0.19734221696853638,-0.2742542028427124,0.0554325096309185,0.1239156723022461,0.0037051215767860413,0.8413299166324129
-0.2124582678079605,-0.16829562187194824,0.02742105722427368,-0.019362585619091988,0.040621109306812286,0.4661776882984512
-0.15611431002616882,-0.13862645626068115,0.08163236081600189,0.0306521188467741,-0.14142972230911255,0.3713614185570534
-0.2244684100151062,-0.2643345892429352,0.02861788496375084,-0.024323580786585808,0.06388633698225021,0.2544884359959393
-0.23304593563079834,-0.10277526080608368,0.12907268106937408,0.11047244071960449,-0.18975421786308289,0.060889071863988065
-0.16474051773548126,-0.15837128460407257,0.04830881580710411,0.03598672151565552,0.09172746539115906,0.4699065411757358
-0.25827348232269287,-0.16163574159145355,-0.057450782507658005,0.018462421372532845,-0.5073026418685913,0.1876943004303967
-0.12698958814144135,-0.18859994411468506,0.03930816799402237,0.14563456177711487,-0.3681343197822571,0.6006066559318328
-0.2306455671787262,-0.165593221783638,0.09319499135017395,-0.029784543439745903,0.04317030310630798,0.3490162485787148
-0.21524472534656525,-0.2749637961387634,0.03572466969490051,0.02986210770905018,0.09168681502342224,0.9254933713750657
-0.3057752847671509,-0.31488585472106934,0.06341367959976196,0.03660578280687332,0.07921802252531052,0.096362876343146
-0.19885143637657166,-0.19125941395759583,0.03425423800945282,0.07005640864372253,-0.06931544095277786,0.02074127465538078
-0.18400627374649048,-0.2074485719203949,0.06628017127513885,0.04795350134372711,0.0631246343255043,0.8792890837085866
-0.27216535806655884,-0.27332693338394165,0.27176740765571594,0.0874708741903305,0.09641064703464508,0.17510324623429452
-0.24935856461524963,-0.13726328313350677,0.004301127046346664,-0.10175672173500061,-0.10590522736310959,0.9241370893377938
-0.18882761895656586,-0.26054054498672485,-0.01918679289519787,0.08799883723258972,-0.5083736181259155,0.8897262589481567
-0.23682576417922974,-0.2728877663612366,0.08450017869472504,0.00867358036339283,0.1287047564983368,0.2890756940390423
-0.3150935769081116,-0.2874835729598999,0.19032178819179535,0.033852867782115936,0.14411544799804688,0.44805676021775076
-0.1904994398355484,-0.06775956600904465,-0.0010992996394634247,0.04127037525177002,-0.3352658748626709,0.5232557481293459
-0.19382788240909576,-0.022108078002929688,0.027744002640247345,0.02494603581726551,-0.2018595039844513,0.8424493307770733
-0.1856912076473236,-0.2029338926076889,0.024423696100711823,0.006757991388440132,0.04288758337497711,0.8195772563455391
-0.2557050585746765,-0.16961365938186646,0.05043403059244156,0.09685683250427246,-0.19751685857772827,0.41201210995227555
-0.16468870639801025,-0.09533938765525818,-0.0720127522945404,-0.015398746356368065,-0.21497899293899536,0.9805210021948494
-0.1614292562007904,-0.15594859421253204,0.02236710488796234,0.06330524384975433,-0.08926219493150711,0.9108378777447225
-0.129598006606102,-0.16843794286251068,0.040402382612228394,-0.030291026458144188,-0.009518228471279144,0.7308037664361127
-0.28912973403930664,-0.2209710329771042,0.03816261142492294,-0.009913837537169456,-0.002544097602367401,0.27928867624406806
-0.21536847949028015,-0.12340201437473297,-0.03170747309923172,0.08569107204675674,-0.26267194747924805,0.5500378418488607
-0.307750940322876,-0.21925516426563263,0.1285407692193985,-0.08777317404747009,0.054344505071640015,0.9263160667611535
-0.14749234914779663,-0.08574387431144714,0.035706788301467896,-0.03319671005010605,-0.0072005316615104675,0.07180200340282683
-0.23393447697162628,-0.27693283557891846,0.02927349880337715,0.07271681725978851,0.027844171971082687,0.2928440227073893
-0.13884076476097107,-0.11595645546913147,0.05822894349694252,0.0295251477509737,-0.1863105297088623,0.5847951526899495
-0.19589680433273315,-0.18089517951011658,0.13833244144916534,0.06092572957277298,-0.09523873776197433,0.49720628164786307
-0.2234170287847519,-0.2920610308647156,-0.029655322432518005,-0.030612407252192497,-0.01429653912782669,0.3661105118571719
-0.13946805894374847,-0.2621874213218689,0.04149051755666733,-0.02211710624396801,-0.04391900449991226,0.7562620191522861
-0.2277940809726715,-0.20633719861507416,0.19027145206928253,0.036689817905426025,-0.03277701884508133,0.8691191771560246
-0.18926669657230377,-0.1819465160369873,-0.016621217131614685,-0.10977895557880402,-0.08099064975976944,0.5489522622442937
-0.1364459991455078,-0.2036578208208084,-0.038959842175245285,-0.02187015675008297,-0.08569516986608505,0.4310974009314025
-0.15082454681396484,-0.04389473795890808,0.07177689671516418,0.013989286497235298,-0.10785216838121414,0.6567825014028266
-0.23239023983478546,-0.2576483488082886,0.08000269532203674,0.05118114501237869,0.08999504894018173,0.1782419780063308
-0.23769709467887878,-0.24634964764118195,0.03780777379870415,-0.025182140991091728,0.070637047290802,0.0297502830602151
-0.1499651074409485,-0.18434545397758484,-0.05317946895956993,0.06721185892820358,-0.17086419463157654,0.6935171490941747
-0.3015962839126587,-0.2813304662704468,0.15592332184314728,0.04737212508916855,0.1019514873623848,0.29897974920021775
-0.2592291831970215,-0.13176284730434418,0.0971297174692154,0.02583250217139721,-0.06591079384088516,0.3649753870049187
-0.3067273497581482,-0.35418200492858887,0.15184913575649261,0.06648832559585571,0.17152926325798035,0.6820266109218941
-0.22239893674850464,-0.031076818704605103,-0.07675091922283173,-0.12834970653057098,-0.11677560955286026,0.03567432713517926
-0.1577131152153015,-0.2092025727033615,0.0040609221905469894,0.03825416415929794,0.03090773895382881,0.7562394792086465
-0.2973248064517975,-0.38630783557891846,0.1385359913110733,0.11690810322761536,0.17555442452430725,0.21805466876943647
-0.15691468119621277,-0.10860897600650787,0.004713903181254864,0.01835695467889309,-0.009339965879917145,0.31951104007386766
-0.39891326427459717,-0.33557260036468506,0.2166166454553604,0.09222057461738586,0.048824697732925415,0.1518644268747792
-0.11578807979822159,-0.18773333728313446,-0.0013698386028409004,0.0665665939450264,-0.1270468831062317,0.6691431035704448
-0.16659879684448242,-0.07330454140901566,0.03658350557088852,0.08988767117261887,-0.2460683286190033,0.4210283896893364
-0.22033080458641052,-0.157919242978096,-0.031044907867908478,-0.09195475280284882,-0.34233707189559937,0.07505407218400217
-0.30381256341934204,-0.0490645170211792,0.03940989822149277,0.07776155322790146,-0.3019302487373352,0.8587273072371417
-0.16758759319782257,-0.07542749494314194,0.07037791609764099,0.008008556440472603,-0.0007293671369552612,0.5679129004488609
-0.14280074834823608,-0.16247284412384033,0.032464057207107544,0.07216893136501312,-0.2888658344745636,0.2406474105545855
-0.15518100559711456,-0.11634277552366257,0.04746522754430771,0.10552030801773071,-0.3225516676902771,0.8335174908872357
-0.1801432967185974,-0.11420505493879318,0.0558418445289135,0.014183679595589638,-0.015331938862800598,0.9758182141149654
-0.2344733625650406,-0.2874506711959839,0.10465314984321594,0.0650242269039154,0.16792452335357666,0.4322862324329444
-0.19816099107265472,-0.12663020193576813,0.07063505053520203,0.004614034667611122,0.044025130569934845,0.8043504340718722
-0.13101954758167267,-0.0806029886007309,-0.03434823080897331,0.03770550340414047,-0.09040329605340958,0.27742354214716414
-0.17703290283679962,-0.10505284368991852,-0.03083612397313118,0.03413186967372894,-0.19489240646362305,0.12997929117996598
-0.22671394050121307,-0.1750958114862442,0.11732779443264008,-0.022546930238604546,-0.007765769958496094,0.9657852341093891
-0.12679420411586761,-0.23393748700618744,0.03440144285559654,0.1734783798456192,-0.3758517801761627,0.13896859302193765
-0.2493714839220047,-0.19061879813671112,0.15546530485153198,0.00709371455013752,0.051191024482250214,0.7402115764743059
-0.16795021295547485,-0.10272276401519775,-0.042711853981018066,0.026218244805932045,-0.18011027574539185,0.10711214888158693
-0.19318872690200806,-0.07265784591436386,0.11186903715133667,0.05220797657966614,-0.16662245988845825,0.13392454702187961
-0.18884238600730896,-0.2174106389284134,0.09041805565357208,-0.02661675028502941,-0.06923360377550125,0.47754328971978033
-0.1443612426519394,-0.20915739238262177,0.050763875246047974,0.057352907955646515,-0.03712797164916992,0.8853739873801976
-0.17545244097709656,-0.10606738924980164,0.0514674037694931,-0.027786193415522575,0.019430633634328842,0.7981770175860711
-0.2888143062591553,-0.28127092123031616,0.02517795003950596,0.006995061412453651,0.012962520122528076,0.12846036140616923
-0.15782588720321655,-0.074362613260746,-0.009226009249687195,0.042194098234176636,-0.2314295768737793,0.32622100693399336
-0.12288807332515717,-0.14823490381240845,0.009349644184112549,-0.048941873013973236,-0.09926982969045639,0.4339332559317348
-0.21294674277305603,-0.05949503183364868,-0.03248743712902069,-0.012146322056651115,-0.24673351645469666,0.03665768877340203
-0.16885964572429657,-0.2278905063867569,-0.04903757944703102,0.11841151118278503,-0.5390229225158691,0.892566519409766
-0.1913340985774994,-0.08499757945537567,-0.02331535890698433,-0.05217413604259491,-0.21351438760757446,0.7394222104803042
-0.17767737805843353,-0.08701980859041214,0.035585690289735794,0.026818620041012764,-0.08457139879465103,0.5020555113603016
-0.22811102867126465,-0.1729109287261963,0.03565885126590729,-0.021689211949706078,-0.01754853129386902,0.024777625315184792
-0.26089105010032654,-0.3297523260116577,0.07418783009052277,0.06928223371505737,0.1281319260597229,0.0930512241330882
-0.24235491454601288,-0.20561838150024414,0.070950448513031,-0.06919120252132416,-0.10054054111242294,0.14299560032645486
-0.18331199884414673,-0.12541888654232025,-0.00619892030954361,0.07488340884447098,-0.15383455157279968,0.21718922359043968
-0.24478359520435333,-0.11195933073759079,0.010932469740509987,0.032008714973926544,-0.31107693910598755,0.9383475142836544
-0.12341178953647614,-0.059713684022426605,0.002271975390613079,-0.005781218409538269,-0.03999238461256027,0.8440164242763273
-0.15428045392036438,-0.08651363849639893,0.05473685264587402,0.03196721524000168,-0.09778725355863571,0.4111812591918027
-0.18068137764930725,-0.16856767237186432,0.04220137372612953,-0.025068772956728935,0.07418005913496017,0.08260661168864258
-0.33538734912872314,-0.31945687532424927,0.29675033688545227,0.10926845669746399,0.2153516709804535,0.24968203599229932
-0.16498145461082458,-0.23791737854480743,0.041981976479291916,0.0688527524471283,-0.22737407684326172,0.09384211500981221
-0.23056438565254211,-0.19484926760196686,0.16147197782993317,0.06009252369403839,0.043288059532642365,0.087369314662462
-0.12372523546218872,-0.08078256994485855,-0.023183032870292664,-0.028952063992619514,-0.13497743010520935,0.13636250292423313
-0.18098725378513336,-0.08132894337177277,-0.0011307764798402786,0.05091062933206558,-0.3139938414096832,0.5208789870682511
-0.20385238528251648,-0.10552112013101578,0.1296081244945526,0.011165888980031013,-0.022572942078113556,0.5941177339886909
-0.33975309133529663,-0.2684381604194641,0.2291007786989212,0.07786635309457779,-0.12108772248029709,0.65204482031609
-0.23353898525238037,-0.30110102891921997,0.12980911135673523,0.1749761551618576,-0.040128350257873535,0.819041074670716
-0.31028255820274353,-0.29805874824523926,0.26026442646980286,0.08552037924528122,0.09936317056417465,0.1316624034859336
-0.18348421156406403,-0.24891410768032074,0.10322394967079163,0.03960949182510376,-0.12914636731147766,0.9718425218359841
-0.160588800907135,-0.12231916189193726,-0.051396217197179794,-0.0777139961719513,-0.08586705476045609,0.9544398315398709
-0.31372249126434326,-0.3011777997016907,0.2167428880929947,0.13079607486724854,0.1614888608455658,0.5714304769716958
-0.1525050401687622,-0.2542418837547302,0.06169809773564339,0.011303531005978584,-0.1101587638258934,0.5588076290022078
-0.13588166236877441,-0.08592154085636139,-0.03024856373667717,0.010617854073643684,-0.2438550591468811,0.25837472383863147
-0.2132144570350647,-0.14258934557437897,-0.01648727059364319,-0.00977969728410244,-0.056506089866161346,0.8444486516078265
-0.1349356472492218,-0.18066978454589844,0.005037263501435518,0.14331984519958496,-0.4427374601364136,0.44667719437309217
-0.09241552650928497,-0.16466617584228516,-0.05686493590474129,0.0007169637829065323,-0.1852821409702301,0.7647841911138953
-0.17865446209907532,-0.15902173519134521,0.06320390105247498,-0.05902533233165741,-0.16112789511680603,0.2375487794105552
-0.19119501113891602,-0.08975949138402939,0.03989826887845993,0.0009469930082559586,-0.24625223875045776,0.7801915236807232
-0.1969291865825653,-0.31125861406326294,0.08243332803249359,0.14549686014652252,-0.2124120593070984,0.5704839525064217
-0.21981769800186157,-0.23719589412212372,0.10262130200862885,0.026190241798758507,0.1254030168056488,0.8818130277127775
-0.273023396730423,-0.32192522287368774,0.13929349184036255,0.06458607316017151,0.011754818260669708,0.5560281311580639
-0.23356346786022186,-0.21304123103618622,-0.004498763009905815,0.1295325756072998,-0.05242978781461716,0.9220834774090392
-0.18872876465320587,-0.15235543251037598,0.12622292339801788,-0.035196274518966675,0.07337082922458649,0.7819960108389309
-0.17881332337856293,-0.07404851913452148,0.002209329977631569,-0.0906575545668602,-0.011178947985172272,0.1067031131784485
-0.14332565665245056,-0.232626274228096,-0.06297072768211365,0.11910796165466309,-0.4410361051559448,0.7565727532713871
-0.11613336205482483,-0.2122211456298828,0.04354485124349594,0.09588226675987244,-0.30782198905944824,0.2196900023249022
-0.23289865255355835,-0.11005087941884995,0.08451029658317566,0.02127446047961712,-0.06725721806287766,0.004463077722126951
-0.2812223434448242,-0.33683621883392334,0.13757482171058655,0.1663784384727478,0.11585316061973572,0.11039478285160265
-0.2202846109867096,-0.17186054587364197,0.13499683141708374,0.10158786177635193,0.07828855514526367,0.3279489276884766
-0.3464941382408142,-0.2373839020729065,0.21578003466129303,0.0448741540312767,0.11156807839870453,0.37154376224258534
-0.17735619843006134,-0.06969302892684937,-0.040520478039979935,-0.09735679626464844,-0.1035483106970787,0.8431506126103706
-0.38065558671951294,-0.13505953550338745,-0.17786654829978943,-0.26379215717315674,-0.29719090461730957,0.6718515552325637
-0.22681009769439697,-0.2178245335817337,0.12480200827121735,0.023884953930974007,0.11565721035003662,0.5415039128898504
-0.2453276664018631,-0.2430432289838791,0.07409496605396271,0.06942513585090637,-0.012331828474998474,0.5917120402683518
-0.22459746897220612,-0.073201023042202,0.006968453526496887,0.02639702521264553,-0.3863726556301117,0.9993809242489574
-0.4185062646865845,-0.3559594750404358,0.18536585569381714,0.08200689405202866,0.06594593822956085,0.5075563806566262
-0.19329817593097687,-0.06917013227939606,0.03977285698056221,-0.03144904971122742,-0.23128065466880798,0.522951549711996
-0.18717843294143677,-0.04651794582605362,-0.0369943268597126,-0.04831627756357193,-0.07133663445711136,0.6223978437631527
-0.2244197130203247,-0.1609068065881729,-0.07942897081375122,-0.12284862995147705,-0.2740514874458313,0.8270408694363834
-0.34425270557403564,-0.4303593039512634,0.2576196789741516,0.19605164229869843,0.16677138209342957,0.8376515310625398
-0.14542677998542786,-0.12625685334205627,0.012771988287568092,0.014094771817326546,-0.191056489944458,0.15893035277420253
-0.16804394125938416,-0.2201555371284485,0.05781002715229988,0.14287462830543518,-0.29916414618492126,0.02085796583678068
-0.2166603058576584,-0.2850806713104248,0.12432718276977539,0.18036648631095886,-0.1635793149471283,0.4107223433888849
-0.2889382243156433,-0.09986597299575806,0.007881032302975655,0.07990408688783646,-0.2622045576572418,0.6208996329224712
